REG,MAKE,RANGE,MODEL,DERIVATIVE,PRICE_INC_VAT,COLOUR,MILEAGE,VEHICLE_TYPE,DATE_ON_FORECOURT,IMAGES
IJ18JFY,Volkswagen,UP,Club Up,1.0 Club Up 5dr,"7,966.66",BLUE,48015,CAR,2019-10-09,"https://stoneacre.test/images/IJ18JFY_1.jpg,https://stoneacre.test/images/IJ18JFY_2.jpg,https://stoneacre.test/images/IJ18JFY_3.jpg,"
OC10WVM,Renault,Master Panel,LWB,LL35dCi 135 Business Low Roof Luton Loloader,"5,379.31",BLACK,18809,LCV,2020-06-06,"https://stoneacre.test/images/OC10WVM_1.jpg,https://stoneacre.test/images/OC10WVM_2.jpg,https://stoneacre.test/images/OC10WVM_3.jpg,"
HU66GKJ,Mazda,CX-3,Sport Nav,1.5d Sport Nav 5dr,"3,498.21",BLUE,21704,CAR,2019-05-26,"https://stoneacre.test/images/HU66GKJ_1.jpg,https://stoneacre.test/images/HU66GKJ_2.jpg,https://stoneacre.test/images/HU66GKJ_3.jpg,"
LP56QHG,Vauxhall,Astra,Elite Nav,1.6 CDTi 16V 136 Elite Nav 5dr,"5,432.15",RED,28104,CAR,2019-09-08,"https://stoneacre.test/images/LP56QHG_1.jpg,https://stoneacre.test/images/LP56QHG_2.jpg,https://stoneacre.test/images/LP56QHG_3.jpg,"
DF68MMR,BMW,1-Series,SE,116d SE 3dr,"6,145.41",BLACK,65467,CAR,2020-10-15,"https://stoneacre.test/images/DF68MMR_1.jpg,https://stoneacre.test/images/DF68MMR_2.jpg,https://stoneacre.test/images/DF68MMR_3.jpg,"
KG20DEV,Skoda,Octavia,CR SE,1.6 TDI CR SE L 5dr,"4,744.05",BLACK,57211,CAR,2020-01-05,"https://stoneacre.test/images/KG20DEV_1.jpg,https://stoneacre.test/images/KG20DEV_2.jpg,https://stoneacre.test/images/KG20DEV_3.jpg,"
LR02UNG,BMW,4-Series,M Sport,420d [190] M Sport 5dr [Professional Media],"3,921.11",BLUE,73261,CAR,2018-09-01,"https://stoneacre.test/images/LR02UNG_1.jpg,https://stoneacre.test/images/LR02UNG_2.jpg,https://stoneacre.test/images/LR02UNG_3.jpg,"
UI52MKQ,Ford,Kuga,Titanium,1.5 EcoBoost Titanium 5dr 2WD,"1,847.06",YELLOW,83610,CAR,2020-08-06,"https://stoneacre.test/images/UI52MKQ_1.jpg,https://stoneacre.test/images/UI52MKQ_2.jpg,https://stoneacre.test/images/UI52MKQ_3.jpg,"
UL20YFD,Vauxhall,Astra,SRI,1.6 CDTi 16V SRi Nav 5dr,"4,317.97",RED,117090,CAR,2020-08-24,"https://stoneacre.test/images/UL20YFD_1.jpg,https://stoneacre.test/images/UL20YFD_2.jpg,https://stoneacre.test/images/UL20YFD_3.jpg,"
HI64GWJ,Honda,Jazz,EX,1.3 EX 5dr CVT,"5,656.49",YELLOW,100880,CAR,2019-08-12,"https://stoneacre.test/images/HI64GWJ_1.jpg,https://stoneacre.test/images/HI64GWJ_2.jpg,https://stoneacre.test/images/HI64GWJ_3.jpg,"
QC58PVK,Suzuki,Swift,SZ-T,1.0 Boosterjet SZ-T 5dr,"2,004.10",RED,79392,CAR,2019-09-22,"https://stoneacre.test/images/QC58PVK_1.jpg,https://stoneacre.test/images/QC58PVK_2.jpg,https://stoneacre.test/images/QC58PVK_3.jpg,"
MT02GKR,Citroen,C1,Feel,1.0 VTi Feel 3dr,"4,143.13",RED,34413,CAR,2019-04-10,"https://stoneacre.test/images/MT02GKR_1.jpg,https://stoneacre.test/images/MT02GKR_2.jpg,https://stoneacre.test/images/MT02GKR_3.jpg,"
YB62ELD,Honda,CR-V,SE Plus,2.0 i-VTEC SE Plus 5dr Auto,"4,638.97",RED,82090,CAR,2020-05-12,"https://stoneacre.test/images/YB62ELD_1.jpg,https://stoneacre.test/images/YB62ELD_2.jpg,https://stoneacre.test/images/YB62ELD_3.jpg,"
FO56RTI,Volvo,S90,Momentum Pro,2.0 D4 Momentum Pro 4dr Geartronic,"4,676.65",YELLOW,65557,CAR,2019-11-22,"https://stoneacre.test/images/FO56RTI_1.jpg,https://stoneacre.test/images/FO56RTI_2.jpg,https://stoneacre.test/images/FO56RTI_3.jpg,"
FO66PNV,Ford,Fiesta,Zetec,1.0 EcoBoost Zetec 5dr,"5,810.99",PURPLE,80247,CAR,2021-04-01,"https://stoneacre.test/images/FO66PNV_1.jpg,https://stoneacre.test/images/FO66PNV_2.jpg,https://stoneacre.test/images/FO66PNV_3.jpg,"
NP02BIO,Ford,B-Max,Titanium Navigator,1.6 Titanium Navigator 5dr Powershift,"7,595.74",BLACK,69036,CAR,2021-04-01,"https://stoneacre.test/images/NP02BIO_1.jpg,https://stoneacre.test/images/NP02BIO_2.jpg,https://stoneacre.test/images/NP02BIO_3.jpg,"
CN02YOM,Vauxhall,Mokka X,Active,1.4T Active 5dr,"7,175.61",RED,74747,CAR,2021-04-01,"https://stoneacre.test/images/CN02YOM_1.jpg,https://stoneacre.test/images/CN02YOM_2.jpg,https://stoneacre.test/images/CN02YOM_3.jpg,"
,Renault,Captur,Iconic,1.5 dCi 90 Iconic Automatic,"2,303.98",SILVER,55334,CAR,2021-04-01,"https://stoneacre.test/images/CP18VXS_1.jpg,https://stoneacre.test/images/CP18VXS_2.jpg,https://stoneacre.test/images/CP18VXS_3.jpg,"
HH56PYH,Alfa Romeo,Giulia,Veloce,2.0 TB 280 Veloce 4dr Auto,"7,501.65",YELLOW,71455,CAR,2021-04-01,"https://stoneacre.test/images/HH56PYH_1.jpg,https://stoneacre.test/images/HH56PYH_2.jpg,https://stoneacre.test/images/HH56PYH_3.jpg,"
XU58BBR,Fiat,Tipo,Easy Plus,1.6 Multijet Easy Plus 5dr,"4,005.00",BLACK,83194,CAR,2021-04-01,"https://stoneacre.test/images/XU58BBR_1.jpg,https://stoneacre.test/images/XU58BBR_2.jpg,https://stoneacre.test/images/XU58BBR_3.jpg,"
VE06SSF,Volvo,V40,R-Design Lux Nav,D3 [4 Cyl 150] R DESIGN Lux Nav 5dr Geartronic,"1,467.56",SILVER,77553,CAR,2021-04-01,"https://stoneacre.test/images/VE06SSF_1.jpg,https://stoneacre.test/images/VE06SSF_2.jpg,https://stoneacre.test/images/VE06SSF_3.jpg,"
